eno,fno,capacite_etablissement,effectif_total,dont_effectif_candidates,total_candidats_phase_principale,neo_generaux_principal,neo_generaux_boursier_principal,neo_technologiques_principal,neo_technologiques_boursiers_principal,neo_professionnels_principal,neo_professionnels_boursiers_principal,autre_candidats_principal,total_candidats_complementaire,neo_generaux_complementaire,neo_technologique_complementaire,neo_professionnels_complementaire,autre_candidats_complementaires,total_candidats_admis,dont_candidates_admises,admis_principal,admis_complementaire,admis_proposition_principale,neo_admis,neo_boursiers_admis,neo_admis_generaux,neo_admis_technologiques,neo_admis_professionnels,admis_autres
0690040U,21676,12,131,16,111,10,1,31,9,21,14,49,20,0,12,2,6,11,1,9,2,1.0,6,3,1,2,3,5
0754475G,9539,18,453,103,427,36,8,104,38,195,97,92,26,15,0,0,11,19,4,18,1,2.0,18,10,5,2,11,1
0171463Y,3086,113,892,425,892,666,136,69,16,10,6,147,0,0,0,0,0,117,48,117,0,12.0,99,23,85,13,1,18
0881711G,10769,25,63,36,58,3,2,7,2,17,3,31,5,1,0,1,3,7,3,5,2,5.0,5,1,1,0,4,2
0750680G,9047,35,5648,2851,5648,560,144,1885,747,1658,833,1545,0,0,0,0,0,35,20,35,0,5.0,27,17,4,11,12,8
0755976N,9323,215,9151,4429,9151,6490,1434,462,194,41,24,2158,0,0,0,0,0,203,100,203,0,19.0,175,32,175,0,0,28
0550025D,6403,24,97,4,81,6,1,26,8,24,5,25,16,1,5,3,7,22,0,18,3,13.0,17,5,1,7,9,5
0840082H,34923,24,17,10,0,0,0,0,0,0,0,0,17,3,1,2,11,6,4,0,6,0.0,3,1,2,1,0,3
0312269Y,23903,70,265,132,256,203,21,30,4,2,2,21,9,2,2,0,5,39,20,36,3,21.0,31,4,24,7,0,8
0752792C,31166,36,579,286,460,337,16,62,4,5,4,56,119,50,16,8,45,38,16,27,11,0.0,30,2,22,7,1,8
0171427J,31885,80,396,166,377,292,7,46,2,2,1,37,19,5,1,2,11,73,30,69,4,67.0,64,1,49,14,1,9
0801720K,10238,15,85,41,84,6,0,19,4,28,7,31,1,0,0,1,0,9,6,8,0,5.0,7,0,1,0,6,2
0120006S,2481,12,192,40,180,2,0,17,2,18,6,143,12,2,3,1,6,9,1,7,2,3.0,7,2,0,3,4,2
0921595J,25083,15,190,37,129,13,3,16,5,74,29,26,61,12,10,14,25,13,0,8,4,3.0,9,0,1,3,5,4
9720350Y,11806,30,73,31,72,0,0,71,30,0,0,1,1,0,1,0,0,25,9,24,1,12.0,25,11,0,25,0,0
0755976N,24108,25,410,287,286,185,13,2,1,0,0,99,124,54,2,0,68,21,17,16,5,9.0,13,2,13,0,0,8
0421095M,5338,160,1079,778,920,620,169,74,33,34,12,192,159,30,16,16,97,155,104,109,46,14.0,99,36,73,10,16,56
0921594H,11130,36,1459,681,1459,45,10,518,254,476,249,420,0,0,0,0,0,35,12,30,0,4.0,29,10,0,13,16,6
0130239P,26269,120,969,388,924,710,51,70,4,5,1,139,45,19,6,0,20,132,43,120,12,112.0,110,6,102,7,1,22
0311383K,30707,100,841,751,779,394,92,89,30,29,10,267,62,5,3,2,52,100,86,73,27,4.0,45,18,29,10,6,55
0623957P,7505,77,342,220,317,206,58,28,6,12,3,71,25,5,0,0,20,70,42,62,8,38.0,47,17,40,3,4,23
0134315V,30568,27,237,183,237,45,11,36,18,5,4,151,0,0,0,0,0,29,25,29,0,9.0,8,1,3,5,0,21
0160020K,2989,13,115,77,114,5,1,34,6,42,20,33,1,0,0,0,1,11,6,11,0,2.0,8,3,0,2,6,3
0131596P,2653,55,1150,240,1150,1038,85,3,0,0,0,109,0,0,0,0,0,55,14,55,0,9.0,50,5,50,0,0,5
0130143K,2615,24,234,172,214,15,3,76,36,82,46,41,20,2,0,0,18,24,22,24,0,8.0,23,10,1,11,11,1
0690047B,24764,15,293,285,293,8,3,38,19,165,103,82,0,0,0,0,0,15,15,15,0,3.0,12,8,2,2,8,3
0330029C,4308,35,1240,787,1230,95,23,480,179,359,166,296,10,0,0,8,2,33,24,33,0,7.0,28,14,2,11,15,5
0291660X,28753,160,1429,1037,1272,912,176,151,37,28,14,181,157,46,17,3,91,120,81,90,30,11.0,81,24,64,15,2,39
0760096S,9605,34,659,438,575,39,14,201,85,204,116,131,84,5,0,37,42,29,17,21,8,3.0,24,14,3,9,12,5
0480657D,5814,32,242,53,231,26,2,41,5,51,13,113,11,0,0,3,8,25,2,20,5,12.0,19,8,3,6,10,6
0630021F,7565,24,276,14,276,15,3,78,17,128,45,55,0,0,0,0,0,22,1,22,0,3.0,18,8,1,5,12,4
0572081C,6625,45,127,79,86,52,15,3,2,1,0,30,41,3,3,2,33,15,11,6,9,6.0,4,1,4,0,0,11
0440984F,5561,55,49,30,28,21,2,0,0,0,0,7,21,1,1,0,19,6,6,3,3,3.0,2,0,2,0,0,4
0261372A,18560,35,549,349,549,435,72,25,7,8,5,81,0,0,0,0,0,33,17,33,0,5.0,33,4,33,0,0,0
0750704H,31457,48,3217,1651,3205,2805,304,3,1,0,0,397,12,5,0,1,6,44,28,43,1,2.0,43,6,43,0,0,1
0511196Y,6112,16,156,78,150,9,2,36,7,8,3,97,6,1,1,0,4,12,6,10,2,3.0,12,2,4,7,1,0
0750655E,31359,48,1709,870,1709,1536,99,1,0,0,0,172,0,0,0,0,0,48,24,48,0,10.0,48,5,48,0,0,0
0692437Z,24453,16,269,221,269,199,42,7,1,12,10,51,0,0,0,0,0,17,16,17,0,6.0,16,2,16,0,0,1
0810974U,23255,112,7332,6218,7332,1202,246,1266,365,914,341,3950,0,0,0,0,0,111,96,111,0,2.0,66,16,41,18,7,45
9740471U,17903,15,108,17,108,3,2,61,38,24,13,20,0,0,0,0,0,16,1,16,0,4.0,13,9,0,9,4,3
0120937D,13882,16,94,45,89,7,0,29,8,9,5,44,5,0,2,0,3,10,5,10,0,3.0,8,3,0,8,0,2
0333298F,31163,80,4249,2859,4249,2897,422,208,39,15,6,1129,0,0,0,0,0,77,48,77,0,1.0,66,5,65,1,0,11
0150006A,2951,24,431,48,396,31,3,50,24,66,16,249,35,0,18,0,17,21,1,21,0,3.0,18,4,5,5,8,3
0831448Y,26271,30,608,247,587,452,30,46,5,1,0,88,21,9,2,0,10,25,15,19,6,16.0,19,1,17,2,0,6
0730858L,23367,30,364,255,364,253,31,26,3,10,2,75,0,0,0,0,0,34,23,34,0,10.0,27,4,22,4,1,7
0691774D,8342,640,5912,1783,5912,3793,582,683,150,122,46,1314,0,0,0,0,0,640,171,637,0,213.0,502,99,433,55,14,138
0630069H,20077,6,45,11,45,1,0,11,2,8,4,25,0,0,0,0,0,5,1,5,0,3.0,2,1,0,0,2,3
0900231M,10825,96,1088,119,893,509,105,191,64,17,9,176,195,53,13,5,124,87,9,70,17,16.0,63,8,54,9,0,24
0600071B,33406,20,47,7,43,26,5,14,3,0,0,3,4,1,0,0,3,11,0,11,0,11.0,10,3,7,3,0,1
0870081R,10678,30,215,83,145,28,5,24,10,12,7,81,70,3,12,7,48,21,8,16,5,4.0,11,5,4,3,4,10
0300125Y,3974,16,105,5,105,7,4,36,4,44,20,18,0,0,0,0,0,14,0,14,0,5.0,13,4,0,5,8,1
0632035V,15454,25,275,204,275,191,53,13,5,8,3,63,0,0,0,0,0,25,18,25,0,3.0,23,7,23,0,0,2
0753541S,17273,120,644,564,644,308,38,65,16,15,2,256,0,0,0,0,0,116,101,116,0,74.0,74,11,60,12,2,42
0620257T,7409,60,590,574,590,63,10,188,71,193,92,146,0,0,0,0,0,57,56,57,0,8.0,48,21,5,15,28,9
0753488J,9400,60,140,103,72,26,7,4,1,2,0,40,68,11,3,2,52,30,21,13,17,13.0,4,1,4,0,0,26
0133502L,2803,78,673,44,659,359,67,160,33,12,5,128,14,0,7,0,7,72,7,72,0,11.0,66,13,43,22,1,6
0850068M,10487,32,411,163,342,36,4,145,21,86,21,75,69,4,9,32,24,22,8,19,3,5.0,20,2,6,10,4,2
9730108E,11854,24,110,10,110,11,6,44,25,40,28,15,0,0,0,0,0,25,2,25,0,14.0,21,14,1,11,9,4
0311383K,4171,1000,10052,8361,10052,4394,1131,899,322,369,172,4390,0,0,0,0,0,996,838,996,0,159.0,625,181,492,76,57,371
0290063L,3791,33,749,163,749,669,44,3,1,0,0,77,0,0,0,0,0,32,11,32,0,18.0,32,0,32,0,0,0
0383546Y,26589,12,140,113,137,75,15,3,1,6,1,53,3,1,0,0,2,12,11,9,3,4.0,3,1,2,0,1,9
0632035V,25957,12,278,244,278,88,4,29,4,2,0,159,0,0,0,0,0,12,12,12,0,6.0,5,1,3,1,1,7
0692866R,8556,24,1027,126,1027,114,20,496,127,188,74,229,0,0,0,0,0,24,3,24,0,5.0,23,12,1,12,10,1
0134061U,2699,96,1743,162,1731,966,129,400,78,10,7,355,12,1,2,0,9,92,7,92,0,8.0,67,10,34,33,0,25
0490002L,5824,35,2001,1033,2001,300,48,887,208,436,155,378,0,0,0,0,0,33,17,33,0,1.0,30,10,6,15,9,3
0940143V,22524,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0.0,30,14,0,3,27,0
0810833R,10280,30,245,127,245,21,4,28,8,47,12,149,0,0,0,0,0,29,22,29,0,20.0,23,5,2,2,19,6
0753602H,23745,55,224,203,149,33,5,28,3,10,3,78,75,5,3,3,64,43,39,33,10,26.0,16,2,11,4,1,27
0772342C,25350,24,337,76,334,17,2,48,29,110,59,159,3,0,2,0,1,21,3,21,0,2.0,17,8,0,7,10,4
0341921D,4609,35,492,349,483,19,4,198,103,162,99,104,9,3,0,0,6,30,26,28,1,1.0,25,15,1,13,11,5
0511565Z,6139,15,201,24,170,11,3,53,13,44,19,62,31,0,5,9,17,11,0,7,4,1.0,5,3,1,0,4,6
0250008Y,21563,8,162,38,162,78,13,16,2,11,2,57,0,0,0,0,0,9,4,9,0,5.0,7,1,6,0,1,2
0451462V,5734,30,532,331,532,110,13,190,39,19,7,213,0,0,0,0,0,28,19,28,0,4.0,23,3,5,18,0,5
0132930P,23030,32,7026,5907,7026,939,249,1115,366,714,329,4258,0,0,0,0,0,32,27,32,0,0.0,15,3,15,0,0,17
0931827F,28440,120,637,399,477,257,45,37,8,30,11,153,160,34,9,11,106,117,61,61,53,13.0,59,17,36,12,11,58
6200002H,11683,24,576,130,538,30,6,37,4,35,14,436,38,3,10,0,25,24,2,22,2,11.0,23,8,4,6,13,1
0341736C,21551,15,560,269,560,208,54,159,39,49,17,144,0,0,0,0,0,15,9,15,0,2.0,13,5,6,4,3,2
0460038S,21698,16,704,443,657,283,52,159,34,47,15,168,47,11,7,6,23,11,10,9,2,2.0,10,2,6,4,0,1
0440982D,5559,160,3560,1712,3528,1916,175,1198,213,41,12,373,32,0,21,0,11,165,96,161,4,67.0,163,23,88,74,1,2
0753488J,9419,10,21,11,6,1,0,0,0,0,0,5,15,0,2,1,12,2,1,1,1,1.0,1,0,1,0,0,1
0290352A,3880,66,1742,1250,1742,1109,124,250,62,4,1,379,0,0,0,0,0,64,45,64,0,12.0,51,7,30,21,0,13
0110007Y,2450,30,148,0,142,6,3,39,16,79,34,18,6,0,2,1,3,25,0,24,1,14.0,24,12,0,8,16,1
0491027A,5951,42,284,65,274,59,11,75,12,40,8,100,10,2,0,3,5,21,1,19,2,3.0,17,4,5,9,3,4
0212198A,11,25,2710,1023,2710,2209,209,0,0,0,0,501,0,0,0,0,0,24,20,24,0,4.0,21,1,21,0,0,3
0755976N,33534,40,9201,5618,9201,7022,1309,250,89,64,28,1865,0,0,0,0,0,40,26,40,0,0.0,36,8,36,0,0,4
0541205S,6305,50,2347,1709,2347,1310,169,399,109,5,2,633,0,0,0,0,0,48,44,48,0,4.0,36,8,24,12,0,12
7200093N,19521,19,171,104,152,20,5,38,15,66,27,28,19,3,0,0,16,14,6,13,1,2.0,13,8,0,2,11,1
0590065A,20068,10,28,1,27,0,0,0,0,25,10,2,1,0,0,1,0,7,0,6,1,4.0,7,1,0,0,7,0
0061642C,32117,46,844,172,844,607,70,3,1,0,0,234,0,0,0,0,0,47,5,47,0,2.0,47,3,47,0,0,0
0310133B,25829,180,13797,8473,13797,11642,1267,37,15,3,2,2115,0,0,0,0,0,178,139,178,0,4.0,101,14,101,0,0,77
0851415B,10556,60,530,370,506,374,38,26,3,1,0,105,24,13,1,0,10,54,40,49,5,3.0,46,3,42,4,0,8
0062205P,15232,720,4485,3248,4485,3166,651,400,132,82,34,837,0,0,0,0,0,709,486,708,0,113.0,634,154,615,14,5,75
0801841S,10241,24,474,308,459,27,11,173,57,99,46,160,15,0,0,11,4,22,16,20,2,5.0,18,5,1,8,9,4
0420041S,31316,24,308,122,300,253,28,0,0,0,0,47,8,4,0,0,4,5,2,5,0,1.0,5,0,5,0,0,0
0132733A,2776,30,385,26,341,9,2,74,26,171,91,87,44,0,20,0,24,23,0,20,3,3.0,18,9,0,6,12,5
0331766R,4411,250,1037,812,758,541,187,49,21,15,13,153,279,54,26,24,175,181,138,118,63,116.0,112,44,94,10,8,69
0623864N,18355,15,69,41,69,1,0,4,1,24,15,40,0,0,0,0,0,15,12,15,0,7.0,8,4,0,0,8,7
0511884W,14540,28,350,158,342,27,8,29,10,107,34,179,8,0,0,6,2,24,8,23,1,6.0,22,7,1,0,21,2
0090003E,15999,12,132,49,132,11,5,43,19,59,20,19,0,0,0,0,0,9,3,9,0,3.0,8,1,0,0,8,1
0410030K,5243,18,278,132,265,14,2,116,34,85,36,50,13,0,0,11,2,18,9,12,4,2.0,17,12,1,7,9,1
0312267W,4211,12,1511,551,1510,674,136,161,43,151,55,524,1,0,0,0,1,11,3,11,0,5.0,7,2,4,1,2,4
9840339W,12004,18,161,130,161,12,9,70,48,50,35,29,0,0,0,0,0,20,17,20,0,7.0,19,15,2,11,6,1
0910620E,10846,34,1363,748,1363,169,42,475,180,355,172,364,0,0,0,0,0,38,22,38,0,8.0,35,16,3,16,16,3
0921230M,11110,28,215,14,215,6,1,55,13,97,32,57,0,0,0,0,0,25,0,25,0,5.0,24,9,1,2,21,1
0640251A,15189,35,232,165,221,153,33,15,6,8,2,45,11,3,1,0,7,34,22,30,4,16.0,28,6,25,1,2,6
0930138V,22383,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0.0,15,7,0,5,10,0
0761688X,9656,135,1881,934,1757,843,172,553,184,36,16,325,124,21,29,0,74,120,75,111,9,13.0,107,30,66,39,2,13
0142182W,22726,5,90,6,90,0,0,90,9,0,0,0,0,0,0,0,0,5,0,5,0,4.0,5,1,0,5,0,0
0290071V,3802,30,226,9,221,3,1,30,5,143,35,45,5,0,3,0,2,22,0,22,0,7.0,20,6,1,1,18,2
9720832X,15963,220,613,437,433,264,88,42,14,4,1,123,180,67,16,3,94,152,100,81,69,38.0,85,28,67,16,2,67
0500026G,5998,18,359,242,340,88,21,59,15,58,16,135,19,2,5,0,12,16,15,15,1,2.0,12,2,1,6,5,4
0911975C,27049,45,823,205,810,637,106,18,4,3,2,152,13,5,1,0,7,44,11,36,8,1.0,28,5,26,1,1,16
0331766R,4413,145,1248,1021,1248,742,174,127,33,71,31,308,0,0,0,0,0,147,116,147,0,25.0,120,35,95,13,12,27
0020048S,2055,15,919,226,919,354,64,112,24,104,29,349,0,0,0,0,0,14,4,14,0,1.0,12,3,10,0,2,2
0782557F,10042,40,788,347,674,276,83,161,56,11,4,226,114,16,21,8,69,32,13,27,5,9.0,27,9,19,8,0,5
0261251U,12065,60,76,35,64,51,2,3,1,0,0,10,12,5,1,1,5,18,11,12,6,11.0,13,1,13,0,0,5
0650583F,16046,48,1310,217,1310,629,68,480,76,8,5,193,0,0,0,0,0,52,14,52,0,2.0,50,5,24,26,0,2
0530863A,33464,24,38,1,38,5,0,10,1,20,4,3,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,1,0
0511565Z,6142,15,169,43,127,13,2,28,10,40,14,46,42,2,7,9,24,12,6,4,8,1.0,8,3,1,2,5,4
0380092U,18874,26,241,15,232,17,1,120,12,43,13,52,9,0,0,7,2,21,2,20,1,3.0,18,4,2,11,5,3
0641839B,7790,30,693,474,551,94,11,199,45,24,2,234,142,35,40,10,57,26,18,13,11,3.0,18,5,4,12,2,8
0693565A,8580,28,853,563,853,462,84,189,60,5,3,197,0,0,0,0,0,27,17,27,0,4.0,23,7,14,9,0,4
0801344B,10199,678,3868,1096,3868,2362,401,545,122,117,34,844,0,0,0,0,0,679,187,678,0,238.0,562,112,423,106,33,117
0831243A,10385,24,535,484,535,63,25,160,63,161,71,151,0,0,0,0,0,23,23,23,0,2.0,22,8,5,8,9,1
0440246D,5500,18,287,228,276,20,4,98,28,95,38,63,11,2,0,0,9,13,12,13,0,1.0,12,8,0,5,7,1
0560025Y,6423,35,593,299,559,61,17,144,38,92,41,262,34,4,3,3,24,25,14,22,3,1.0,17,3,3,9,5,8
0420040R,5277,15,166,8,148,8,2,26,3,70,17,44,18,0,1,7,10,6,0,2,4,0.0,3,0,0,0,3,3
0597065J,24490,25,719,459,719,585,79,15,3,2,1,117,0,0,0,0,0,35,25,35,0,19.0,32,4,31,1,0,3
0371417P,4906,24,751,420,751,132,30,254,95,106,56,259,0,0,0,0,0,22,10,22,0,1.0,11,4,2,7,2,11
